"vln"|"muni"|"year"|"d_CCJ"|"d_EQU"|"d_FON"|"d_IMLD"|"d_PN0"|"d_CIN"|"d_FAM"|"d_FSR"|"d_IMLM"|"d_VP"|"d_CCE"|"d_CTI"|"d_FDC"|"d_GAU"|"d_PL"|"Freq"
"disp"|"PAZ DE ARIPORO"|2003|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1
"disp"|"PAZ DE ARIPORO"|2003|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"disp"|"PAZ DE ARIPORO"|2003|0|0|1|0|0|0|0|1|0|0|0|1|1|0|0|1
"kill"|"PORE"|2003|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"PORE"|2003|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"PORE"|2003|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|7
"kill"|"PORE"|2003|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"SAN LUIS DE PALENQUE"|2003|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|6
"kill"|"SAN LUIS DE PALENQUE"|2003|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|3
"disp"|"SAN LUIS DE PALENQUE"|2003|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"OROCUE"|2003|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"disp"|"OROCUE"|2003|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"SACAMA"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"SACAMA"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"SACAMA"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"SACAMA"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"SACAMA"|2004|1|0|1|0|0|1|0|0|0|1|0|1|0|1|1|1
"kill"|"LA SALINA"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"LA SALINA"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|2
"kill"|"LA SALINA"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3
"kill"|"LA SALINA"|2004|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|3
"kill"|"TAMARA"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"TAMARA"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"TAMARA"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"kill"|"TAMARA"|2004|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1
"kill"|"RECETOR"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"YOPAL"|2004|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
"kill"|"YOPAL"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3
"kill"|"YOPAL"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|69
"kill"|"YOPAL"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|72
"kill"|"YOPAL"|2004|1|0|0|0|1|1|0|0|1|0|0|0|0|0|0|1
"kill"|"YOPAL"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|63
"kill"|"YOPAL"|2004|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|3
"kill"|"YOPAL"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|31
"kill"|"YOPAL"|2004|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|2
"kill"|"YOPAL"|2004|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1
"kill"|"YOPAL"|2004|0|0|0|1|1|0|0|0|1|0|0|0|1|0|0|1
"kill"|"YOPAL"|2004|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|1
"disp"|"YOPAL"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|24
"disp"|"YOPAL"|2004|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"disp"|"YOPAL"|2004|0|0|1|0|0|0|0|0|0|0|0|1|1|1|0|1
"kill"|"CHAMEZA"|2004|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1
"kill"|"CHAMEZA"|2004|1|0|1|0|0|0|0|1|0|1|0|1|0|0|0|1
"kill"|"CHAMEZA"|2004|1|0|1|0|1|1|0|1|0|1|0|1|0|0|0|1
"disp"|"CHAMEZA"|2004|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1
"kill"|"NUNCHIA"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"NUNCHIA"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"NUNCHIA"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|4
"kill"|"NUNCHIA"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"kill"|"NUNCHIA"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|3
"kill"|"NUNCHIA"|2004|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|1
"disp"|"NUNCHIA"|2004|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"TAURAMENA"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"TAURAMENA"|2004|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"TAURAMENA"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|5
"kill"|"TAURAMENA"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"TAURAMENA"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3
"kill"|"TAURAMENA"|2004|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|2
"kill"|"TAURAMENA"|2004|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"TAURAMENA"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|2
"disp"|"TAURAMENA"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|10
"disp"|"TAURAMENA"|2004|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"AGUAZUL"|2004|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
"kill"|"AGUAZUL"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3
"kill"|"AGUAZUL"|2004|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"AGUAZUL"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|19
"kill"|"AGUAZUL"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|29
"kill"|"AGUAZUL"|2004|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"AGUAZUL"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|30
"kill"|"AGUAZUL"|2004|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"AGUAZUL"|2004|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"AGUAZUL"|2004|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|4
"kill"|"AGUAZUL"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|19
"kill"|"AGUAZUL"|2004|0|0|0|0|0|1|0|0|1|1|0|0|0|0|0|1
"kill"|"AGUAZUL"|2004|1|0|0|0|1|1|0|0|1|1|0|0|0|0|0|2
"kill"|"AGUAZUL"|2004|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|1
"kill"|"AGUAZUL"|2004|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|1
"kill"|"AGUAZUL"|2004|0|0|1|0|1|0|0|0|1|1|0|0|0|1|0|1
"disp"|"AGUAZUL"|2004|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|6
"disp"|"AGUAZUL"|2004|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"disp"|"AGUAZUL"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"disp"|"AGUAZUL"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2
"disp"|"AGUAZUL"|2004|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|3
"disp"|"AGUAZUL"|2004|0|0|1|0|0|0|0|0|0|0|0|1|1|1|0|1
"disp"|"AGUAZUL"|2004|0|0|1|0|0|0|0|1|0|0|0|1|1|1|0|1
"kill"|"MONTERREY"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"MONTERREY"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|5
"kill"|"MONTERREY"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|5
"kill"|"MONTERREY"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|8
"kill"|"MONTERREY"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|3
"kill"|"MONTERREY"|2004|0|0|1|0|1|0|0|0|1|0|0|1|0|0|0|1
"disp"|"MONTERREY"|2004|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1
"disp"|"MONTERREY"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2
"disp"|"MONTERREY"|2004|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|2
"disp"|"MONTERREY"|2004|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|1
"disp"|"MONTERREY"|2004|0|0|1|0|0|0|0|1|0|0|0|1|1|0|0|1
"kill"|"VILLANUEVA"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|25
"kill"|"VILLANUEVA"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|18
"kill"|"VILLANUEVA"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|19
"kill"|"VILLANUEVA"|2004|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|15
"disp"|"VILLANUEVA"|2004|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|3
"disp"|"VILLANUEVA"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2
"disp"|"VILLANUEVA"|2004|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|2
"kill"|"MANI"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"MANI"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|7
"kill"|"MANI"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|6
"kill"|"MANI"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|5
"kill"|"MANI"|2004|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|2
"kill"|"MANI"|2004|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1
"kill"|"MANI"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|11
"kill"|"MANI"|2004|0|0|1|0|0|0|0|1|1|1|0|1|0|0|0|1
"disp"|"MANI"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2
"disp"|"MANI"|2004|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|2
"disp"|"MANI"|2004|0|0|1|1|0|0|0|1|0|0|0|1|1|0|0|1
"kill"|"TRINIDAD"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"TRINIDAD"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"TRINIDAD"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|5
"kill"|"TRINIDAD"|2004|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|3
"kill"|"SABANALARGA"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"SABANALARGA"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"SABANALARGA"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"SABANALARGA"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"SABANALARGA"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1
"disp"|"SABANALARGA"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"HATO COROZAL"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"HATO COROZAL"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|9
"kill"|"HATO COROZAL"|2004|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"disp"|"HATO COROZAL"|2004|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|6
"kill"|"PAZ DE ARIPORO"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"PAZ DE ARIPORO"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|9
"kill"|"PAZ DE ARIPORO"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|11
"kill"|"PAZ DE ARIPORO"|2004|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2004|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|2
"kill"|"PAZ DE ARIPORO"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|6
"disp"|"PAZ DE ARIPORO"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"disp"|"PAZ DE ARIPORO"|2004|0|0|1|0|0|0|0|1|0|0|0|1|1|0|0|1
"kill"|"PORE"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|4
"kill"|"PORE"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|6
"kill"|"PORE"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|8
"kill"|"PORE"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"kill"|"PORE"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|2
"disp"|"PORE"|2004|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"disp"|"PORE"|2004|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1
"kill"|"SAN LUIS DE PALENQUE"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"SAN LUIS DE PALENQUE"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"SAN LUIS DE PALENQUE"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"OROCUE"|2004|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
"kill"|"OROCUE"|2004|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"OROCUE"|2004|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"OROCUE"|2004|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|6
"kill"|"OROCUE"|2004|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|4
"kill"|"OROCUE"|2004|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"OROCUE"|2004|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|2
"disp"|"OROCUE"|2004|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"SACAMA"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"SACAMA"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"SACAMA"|2005|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"LA SALINA"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"LA SALINA"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"LA SALINA"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"LA SALINA"|2005|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1
"kill"|"TAMARA"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"TAMARA"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"TAMARA"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"TAMARA"|2005|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|1
"kill"|"RECETOR"|2005|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"disp"|"RECETOR"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"YOPAL"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"YOPAL"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|31
"kill"|"YOPAL"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|25
"kill"|"YOPAL"|2005|1|0|0|0|1|1|0|0|1|0|0|0|0|0|0|1
"kill"|"YOPAL"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|22
"kill"|"YOPAL"|2005|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|1
"kill"|"YOPAL"|2005|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|2
"kill"|"YOPAL"|2005|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|10
"kill"|"YOPAL"|2005|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"disp"|"YOPAL"|2005|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|2
"disp"|"YOPAL"|2005|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"disp"|"YOPAL"|2005|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"disp"|"YOPAL"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"disp"|"YOPAL"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|19
"disp"|"YOPAL"|2005|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"NUNCHIA"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"NUNCHIA"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|3
"kill"|"TAURAMENA"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3
"kill"|"TAURAMENA"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|5
"kill"|"TAURAMENA"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"kill"|"TAURAMENA"|2005|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|6
"kill"|"TAURAMENA"|2005|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"disp"|"TAURAMENA"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|6
"disp"|"TAURAMENA"|2005|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"AGUAZUL"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"AGUAZUL"|2005|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"AGUAZUL"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|12
"kill"|"AGUAZUL"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|17
"kill"|"AGUAZUL"|2005|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|1
"kill"|"AGUAZUL"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|23
"kill"|"AGUAZUL"|2005|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|13
"kill"|"AGUAZUL"|2005|1|0|0|0|0|1|0|0|1|0|1|0|0|0|0|1
"kill"|"AGUAZUL"|2005|1|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1
"disp"|"AGUAZUL"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"disp"|"AGUAZUL"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2
"disp"|"AGUAZUL"|2005|0|0|1|0|0|0|0|0|0|0|0|1|1|1|0|1
"kill"|"MONTERREY"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"MONTERREY"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"MONTERREY"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"MONTERREY"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|10
"kill"|"MONTERREY"|2005|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"MONTERREY"|2005|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|3
"kill"|"MONTERREY"|2005|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|2
"kill"|"MONTERREY"|2005|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|9
"disp"|"MONTERREY"|2005|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1
"disp"|"MONTERREY"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|3
"disp"|"MONTERREY"|2005|0|0|1|0|0|0|0|1|0|0|0|1|0|1|0|1
"kill"|"VILLANUEVA"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|5
"kill"|"VILLANUEVA"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"VILLANUEVA"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"VILLANUEVA"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|4
"kill"|"VILLANUEVA"|2005|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|3
"kill"|"VILLANUEVA"|2005|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|1
"disp"|"VILLANUEVA"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"MANI"|2005|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"MANI"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|7
"kill"|"MANI"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|3
"kill"|"MANI"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|5
"kill"|"MANI"|2005|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|2
"kill"|"MANI"|2005|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1
"kill"|"MANI"|2005|1|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1
"kill"|"MANI"|2005|1|0|0|0|1|1|0|0|1|1|0|0|0|0|0|3
"disp"|"MANI"|2005|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
"disp"|"MANI"|2005|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"TRINIDAD"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"TRINIDAD"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"TRINIDAD"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3
"kill"|"TRINIDAD"|2005|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"TRINIDAD"|2005|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1
"disp"|"TRINIDAD"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"SABANALARGA"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"SABANALARGA"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"disp"|"SABANALARGA"|2005|0|0|1|0|0|0|0|0|0|0|0|1|1|1|0|1
"kill"|"HATO COROZAL"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"HATO COROZAL"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"HATO COROZAL"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"HATO COROZAL"|2005|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1
"disp"|"HATO COROZAL"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"PAZ DE ARIPORO"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2005|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|7
"kill"|"PAZ DE ARIPORO"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|5
"kill"|"PAZ DE ARIPORO"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2005|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2005|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|7
"kill"|"PAZ DE ARIPORO"|2005|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1
"kill"|"PORE"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"PORE"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|9
"kill"|"PORE"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|3
"kill"|"PORE"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"disp"|"PORE"|2005|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1
"kill"|"SAN LUIS DE PALENQUE"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"SAN LUIS DE PALENQUE"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"SAN LUIS DE PALENQUE"|2005|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1
"kill"|"OROCUE"|2005|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"OROCUE"|2005|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"OROCUE"|2005|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|2
"kill"|"OROCUE"|2005|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"OROCUE"|2005|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"OROCUE"|2005|0|0|1|0|1|0|0|0|1|1|0|0|0|0|0|1
"disp"|"OROCUE"|2005|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|3
"kill"|"SACAMA"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"SACAMA"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"disp"|"LA SALINA"|2006|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"TAMARA"|2006|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
"kill"|"TAMARA"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3
"kill"|"TAMARA"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"TAMARA"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|3
"kill"|"TAMARA"|2006|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"TAMARA"|2006|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|1
"kill"|"YOPAL"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
